case_name,cell_index,execution_count,previous_execution_count,was_executed,out_of_order,source_length,line_count,has_fit,has_predict,has_transform,has_drop,has_remove,has_inplace,has_read_csv,has_read_excel,has_gpu_keyword,has_train_test_split,has_exception_keyword,has_model_keyword,source_changed_in_fixed,execution_changed_in_fixed,label,syntax_valid,num_assignments,num_function_defs,num_class_defs,num_function_calls,num_imports,num_if,num_for,num_while,num_try,num_with,num_returns,num_names_loaded,num_names_stored,num_attributes,num_subscripts,num_constants,code_risk_label,execution_risk_label,combined_risk_label
lightgbm_1,20,16,15,1,0,605,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,8,0,0,1,0,0,0,0,20,8,14,2,11,0,0,0
lightgbm_1,21,17,16,1,0,134,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,7,3,3,0,3,0,0,0
lightgbm_1,22,18,17,1,0,332,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,1,0,1,0,1,0,0,0
lightgbm_1,23,19,18,1,0,62,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,4,2,3,1,1,0,0,0
lightgbm_1,24,-1,19,0,0,2078,64,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,6,1,19,0,10,2,0,0,0,5,100,13,15,31,41,0,0,0
lightgbm_1,25,20,-1,1,0,907,24,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,9,1,0,11,0,0,1,0,0,0,1,33,14,12,4,10,1,0,1
lightgbm_1,26,21,20,1,0,99,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,1,2,0,2,1,0,1
lightgbm_1,27,-1,21,0,0,138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,3,2,3,0,3,0,0,0
lightgbm_1,28,-1,-1,0,0,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0
lightgbm_1,29,-1,-1,0,0,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0
lightgbm_1,30,-1,-1,0,0,911,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,1,0,11,0,0,1,0,0,0,1,33,14,12,4,10,0,0,0
lightgbm_1,31,-1,-1,0,0,99,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,1,2,0,2,0,0,0
lightgbm_1,32,-1,-1,0,0,135,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,3,2,3,0,3,0,0,0
lightgbm_1,33,-1,-1,0,0,917,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,1,0,11,0,0,1,0,0,0,1,33,14,12,4,10,0,0,0
lightgbm_1,34,-1,-1,0,0,111,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0
lightgbm_1,35,-1,-1,0,0,154,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,4,2,4,0,2,0,0,0
lightgbm_1,36,-1,-1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lightgbm_1,37,-1,-1,0,0,542,13,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,9,0,1,1,0,0,0,0,27,8,11,4,3,0,0,0
lightgbm_1,38,-1,-1,0,0,484,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,9,0,1,1,0,0,0,0,27,8,11,4,4,0,0,0
lightgbm_1,39,-1,-1,0,0,501,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,9,0,1,1,0,0,0,0,27,8,11,4,4,0,0,0
lightgbm_1,40,-1,-1,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
lightgbm_1,41,-1,-1,0,0,358,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,13,0,3,1,0,0,0,0,24,5,4,1,1,0,0,0
lightgbm_1,42,-1,-1,0,0,111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,5,1,7,0,3,0,0,0
lightgbm_1,43,-1,-1,0,0,374,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,9,1,0,0,0,0,0,0,14,3,4,4,9,0,0,0
lightgbm_1,44,-1,-1,0,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,4,1,3,0,3,0,0,0
lightgbm_1,45,-1,-1,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
lightgbm_1,46,-1,-1,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
matplotlib_1,1,1,-1,1,0,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_1,2,-1,1,0,0,610,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,6,3,5,0,10,0,0,0
matplotlib_1,3,-1,-1,0,0,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,1,3,0,7,0,0,0
matplotlib_1,4,-1,-1,0,0,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,1,3,0,9,0,0,0
matplotlib_1,5,-1,-1,0,0,262,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,6,1,4,0,4,0,0,0
matplotlib_1,6,2,-1,1,0,200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,4,7,0,0,0,0,0
matplotlib_1,7,3,2,1,0,305,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,8,1,0,1,0,0,0,0,12,2,7,3,9,1,0,1
matplotlib_1,8,-1,3,0,0,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,0
matplotlib_1,9,-1,-1,0,0,393,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,9,1,16,0,16,0,0,0
matplotlib_1,10,-1,-1,0,0,263,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,7,1,4,0,5,0,0,0
matplotlib_1,11,-1,-1,0,0,1713,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,3,1,0,0,0,0,0,0,6,5,6,0,24,0,0,0
matplotlib_1,12,-1,-1,0,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
matplotlib_1,13,-1,-1,0,0,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0
matplotlib_1,14,-1,-1,0,0,221,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,1,0,1,0,0,0,0,12,2,7,3,8,0,0,0
matplotlib_1,15,-1,-1,0,0,504,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,11,0,0,0,0,0,0,0,11,1,19,0,20,0,0,0
matplotlib_1,16,-1,-1,0,0,323,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,7,3,5,0,8,0,0,0
matplotlib_1,17,-1,-1,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
matplotlib_1,18,-1,-1,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
matplotlib_1,19,-1,-1,0,0,56,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0
matplotlib_1,20,-1,-1,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
matplotlib_1,21,-1,-1,0,0,763,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,17,0,0,0,0,0,0,0,17,1,31,0,31,0,0,0
matplotlib_1,22,-1,-1,0,0,323,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,7,3,5,0,8,0,0,0
matplotlib_1,23,-1,-1,0,0,57,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0
matplotlib_1,24,-1,-1,0,0,570,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0,20,1,20,4,22,0,0,0
matplotlib_1,25,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_2,1,-1,-1,0,0,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_2,2,1,-1,1,0,1646,54,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,35,0,0,0,0,0,0,1,0,1,0,1,0,0,0
matplotlib_2,3,2,1,1,0,1491,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,19,4,0,3,0,0,0,1,41,18,16,9,10,0,0,0
matplotlib_2,4,3,2,1,0,173,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,7,4,2,0,1,0,0,0
matplotlib_2,5,4,3,1,0,460,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,2,0,1,0,0,0,0,11,3,4,2,4,0,0,0
matplotlib_2,6,5,4,1,0,698,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,2,0,1,0,0,0,0,16,3,6,8,8,0,0,0
matplotlib_2,7,6,5,1,0,1502,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,1,14,3,0,0,0,0,0,2,35,11,17,2,2,0,0,0
matplotlib_2,8,-1,6,0,0,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0
matplotlib_2,9,7,-1,1,0,223,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,7,0,6,4,5,1,0,1
matplotlib_2,10,-1,7,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
matplotlib_2,11,-1,-1,0,0,505,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,0,7,0,0,0,0,0,0,1,13,5,4,0,7,0,0,0
matplotlib_2,12,-1,-1,0,0,870,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17,2,1,22,1,0,0,0,0,0,1,41,11,21,1,16,0,0,0
matplotlib_2,13,-1,-1,0,0,50,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0
matplotlib_2,14,-1,-1,0,0,1517,45,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,18,0,0,26,3,0,2,0,0,0,0,39,23,20,1,12,0,0,0
matplotlib_2,15,-1,-1,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
matplotlib_2,16,-1,-1,0,0,171,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0
matplotlib_2,17,-1,-1,0,0,888,22,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,9,0,0,20,0,0,2,0,0,0,0,29,13,12,1,7,0,0,0
matplotlib_2,18,-1,-1,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0
matplotlib_2,19,-1,-1,0,0,86,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,5,2,2,0,1,0,0,0
matplotlib_2,20,-1,-1,0,0,656,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,19,0,1,1,0,0,1,0,28,9,12,0,7,0,0,0
matplotlib_2,21,-1,-1,0,0,42,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0
matplotlib_2,22,-1,-1,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
matplotlib_2,23,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,1,1,-1,1,0,819,28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,20,0,0,0,0,0,0,2,0,2,0,2,0,0,0
matplotlib_3,2,-1,1,0,0,380,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,12,0,0,0,0,0,0,0,23,7,10,0,4,0,0,0
matplotlib_3,3,-1,-1,0,0,395,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,14,0,0,0,0,0,0,0,26,7,10,0,4,0,0,0
matplotlib_3,4,2,-1,1,0,106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
matplotlib_3,5,-1,2,0,0,737,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,13,3,0,2,0,0,0,0,25,8,13,1,15,0,0,0
matplotlib_3,6,3,-1,1,0,165,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0
matplotlib_3,7,4,3,1,0,426,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,5,3,2,0,12,0,0,0
matplotlib_3,8,5,4,1,0,539,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,4,3,0,1,0,0,0,0,9,5,4,0,6,0,0,0
matplotlib_3,9,6,5,1,0,113,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0
matplotlib_3,10,7,6,1,0,206,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,11,-1,7,0,0,1388,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,0,0,38,0,0,0,0,0,0,0,40,18,2,0,39,0,0,0
matplotlib_3,12,8,-1,1,0,249,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,4,2,2,0,2,0,0,0
matplotlib_3,13,9,8,1,0,176,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0
matplotlib_3,14,-1,9,0,0,203,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,6,1,1,0,2,0,0,0
matplotlib_3,15,10,-1,1,0,419,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,16,11,10,1,0,1001,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,0,0,27,0,0,0,0,0,0,0,27,13,0,0,29,0,0,0
matplotlib_3,17,12,11,1,0,1081,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,1,0,18,0,2,0,0,0,0,1,25,13,6,0,33,0,0,0
matplotlib_3,18,13,12,1,0,470,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,8,1,1,0,5,1,0,1
matplotlib_3,19,14,13,1,0,538,18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,0,11,0,0,1,0,0,0,0,14,4,14,1,10,1,0,1
matplotlib_3,20,-1,14,0,0,234,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,4,1,6,1,4,0,0,0
matplotlib_3,21,-1,-1,0,0,410,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,22,-1,-1,0,0,2335,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,1,0,48,1,2,1,0,0,0,1,54,19,12,0,69,0,0,0
matplotlib_3,23,-1,-1,0,0,346,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,7,1,1,0,6,0,0,0
matplotlib_3,24,-1,-1,0,0,2335,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,1,0,48,1,2,1,0,0,0,1,54,19,12,0,69,0,0,0
matplotlib_3,25,-1,-1,0,0,214,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0
matplotlib_3,26,-1,-1,0,0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0
matplotlib_3,27,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,28,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,29,-1,-1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,30,-1,-1,0,0,144,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,31,-1,-1,0,0,1100,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,2,1,16,0,0,0,0,0,0,1,47,5,25,0,4,0,0,0
matplotlib_3,32,-1,-1,0,0,727,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,1,0,21,0,0,1,0,0,0,1,30,14,10,0,18,0,0,0
matplotlib_3,33,-1,-1,0,0,245,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,7,3,5,3,5,0,0,0
matplotlib_3,34,-1,-1,0,0,103,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0
matplotlib_3,35,-1,-1,0,0,121,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0
matplotlib_3,36,-1,-1,0,0,176,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0
matplotlib_3,37,-1,-1,0,0,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0
matplotlib_3,38,-1,-1,0,0,249,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,4,2,2,0,2,0,0,0
matplotlib_3,39,-1,-1,0,0,233,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,8,0,4,0,4,0,0,0
matplotlib_3,40,-1,-1,0,0,303,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,6,1,1,0,3,0,0,0
matplotlib_3,41,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,1,1,-1,1,0,310,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,2,2,1,1,0,143,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,4,2,1,0,1,0,0,0
matplotlib_4,3,-1,2,0,0,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,7,1,3,2,3,0,0,0
matplotlib_4,4,3,-1,1,0,268,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,5,4,3,0,7,0,0,0
matplotlib_4,5,-1,3,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
matplotlib_4,6,4,-1,1,0,225,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,1,3,0,4,0,0,0
matplotlib_4,7,-1,4,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
matplotlib_4,8,5,-1,1,0,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0
matplotlib_4,9,6,5,1,0,268,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,9,1,0,2,0,0,0,0,13,4,8,3,9,1,0,1
