case_name,cell_index,execution_count,fixed_execution_count,previous_execution_count,was_executed,out_of_order,source_length,line_count,has_import,has_fit,has_predict,has_drop,has_remove,has_transform,has_train_test_split,has_dataframe,has_gpu_keyword,has_file_read,has_inplace,source_changed_in_fixed,execution_changed_in_fixed,label
matplotlib_3,3,-1,-1,-1,0,0,395,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,4,2,2,-1,1,0,106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,5,-1,-1,2,0,0,737,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0
matplotlib_3,6,3,3,-1,1,0,165,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,7,4,4,3,1,0,426,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,8,5,5,4,1,0,539,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,9,6,6,5,1,0,113,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,10,7,7,6,1,0,206,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,11,-1,-1,7,0,0,1388,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,12,8,8,-1,1,0,249,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,13,9,9,8,1,0,176,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,14,-1,-1,9,0,0,203,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,15,10,10,-1,1,0,419,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,16,11,11,10,1,0,1001,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,17,12,12,11,1,0,1081,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,18,13,13,12,1,0,470,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1
matplotlib_3,19,14,14,13,1,0,538,18,0,0,0,0,0,0,0,0,0,0,0,1,0,1
matplotlib_3,20,-1,-1,14,0,0,234,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,21,-1,-1,-1,0,0,410,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,22,-1,-1,-1,0,0,2335,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,23,-1,-1,-1,0,0,346,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,24,-1,-1,-1,0,0,2335,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,25,-1,-1,-1,0,0,214,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,26,-1,-1,-1,0,0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,27,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,28,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,29,-1,-1,-1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,30,-1,-1,-1,0,0,144,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,31,-1,-1,-1,0,0,1100,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,32,-1,-1,-1,0,0,727,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,33,-1,-1,-1,0,0,245,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,34,-1,-1,-1,0,0,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,35,-1,-1,-1,0,0,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,36,-1,-1,-1,0,0,176,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,37,-1,-1,-1,0,0,61,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,38,-1,-1,-1,0,0,249,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,39,-1,-1,-1,0,0,233,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,40,-1,-1,-1,0,0,303,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_3,41,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,1,1,1,-1,1,0,310,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,2,2,2,1,1,0,143,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,3,-1,-1,2,0,0,75,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
matplotlib_4,4,3,3,-1,1,0,268,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,5,-1,-1,3,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,6,4,4,-1,1,0,225,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,7,-1,-1,4,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,8,5,5,-1,1,0,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,9,6,6,5,1,0,268,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1
matplotlib_4,10,-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,11,-1,-1,-1,0,0,454,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,12,-1,-1,-1,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,13,-1,-1,-1,0,0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,14,-1,-1,-1,0,0,93,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,15,-1,-1,-1,0,0,252,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,16,-1,-1,-1,0,0,193,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,17,-1,-1,-1,0,0,159,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,18,-1,-1,-1,0,0,44,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,19,-1,-1,-1,0,0,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,20,-1,-1,-1,0,0,140,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,21,-1,-1,-1,0,0,219,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,22,-1,-1,-1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,23,-1,-1,-1,0,0,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,24,-1,-1,-1,0,0,220,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_4,25,-1,-1,-1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_5,1,1,1,-1,1,0,105,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_5,2,2,2,1,1,0,116,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
matplotlib_5,3,3,3,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_5,4,4,4,3,1,0,45,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_5,5,5,5,4,1,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_5,6,6,6,5,1,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_5,7,7,7,6,1,0,275,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1
matplotlib_5,8,-1,-1,7,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_5,9,-1,-1,-1,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,1,-1,-1,-1,0,0,930,17,1,0,0,0,0,0,0,1,0,1,0,0,0,0
matplotlib_6,2,-1,-1,-1,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,3,-1,-1,-1,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,4,-1,-1,-1,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,5,1,1,-1,1,0,459,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,6,2,2,1,1,0,34,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
matplotlib_6,7,-1,-1,2,0,0,42,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
matplotlib_6,8,-1,-1,-1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,9,-1,-1,-1,0,0,571,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0
matplotlib_6,10,-1,-1,-1,0,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,11,-1,-1,-1,0,0,1130,33,0,0,0,1,0,0,0,1,0,0,0,0,0,0
matplotlib_6,12,3,3,-1,1,0,275,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1
matplotlib_6,13,-1,-1,3,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,14,-1,4,-1,0,0,392,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1
matplotlib_6,15,-1,-1,-1,0,0,691,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,16,-1,-1,-1,0,0,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,17,-1,-1,-1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,18,-1,-1,-1,0,0,403,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0
matplotlib_6,19,-1,-1,-1,0,0,110,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0
matplotlib_6,20,-1,-1,-1,0,0,82,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0
matplotlib_6,21,-1,-1,-1,0,0,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,22,-1,-1,-1,0,0,271,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,23,-1,-1,-1,0,0,167,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0
matplotlib_6,24,-1,-1,-1,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,25,-1,-1,-1,0,0,167,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,26,-1,-1,-1,0,0,217,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,27,-1,-1,-1,0,0,220,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,28,-1,-1,-1,0,0,468,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib_6,29,-1,-1,-1,0,0,202,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
matplotlib_6,30,-1,-1,-1,0,0,313,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0
matplotlib_6,31,-1,-1,-1,0,0,174,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0
matplotlib_6,32,-1,-1,-1,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,1,1,1,-1,1,0,921,17,1,0,0,0,0,0,0,1,0,1,0,0,0,0
NBspecific_1,2,2,2,1,1,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,3,3,3,2,1,0,51,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
NBspecific_1,4,-1,-1,3,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NBspecific_1,5,4,4,-1,1,0,117,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NBspecific_1,6,5,5,4,1,0,168,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NBspecific_1,7,6,6,5,1,0,175,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NBspecific_1,8,7,7,6,1,0,192,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NBspecific_1,9,-1,-1,7,0,0,1660,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,10,-1,-1,-1,0,0,239,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,11,-1,-1,-1,0,0,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,12,-1,-1,-1,0,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,13,-1,-1,-1,0,0,197,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,14,-1,-1,-1,0,0,196,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,15,-1,-1,-1,0,0,344,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,16,-1,-1,-1,0,0,51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NBspecific_1,17,-1,-1,-1,0,0,399,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,18,-1,-1,-1,0,0,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,19,-1,-1,-1,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,20,-1,-1,-1,0,0,88,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,21,-1,-1,-1,0,0,213,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,22,-1,-1,-1,0,0,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,23,-1,-1,-1,0,0,274,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,24,-1,-1,-1,0,0,176,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NBspecific_1,25,8,8,-1,1,0,63,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,26,9,9,8,1,0,151,5,0,0,0,0,0,0,0,1,0,0,0,1,0,1
NBspecific_1,27,-1,-1,9,0,0,193,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,28,10,11,-1,1,0,180,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1
NBspecific_1,29,-1,-1,10,0,0,248,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NBspecific_1,30,-1,-1,-1,0,0,125,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0
NBspecific_1,31,-1,-1,-1,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,32,-1,-1,-1,0,0,149,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0
NBspecific_1,33,-1,-1,-1,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,34,-1,12,-1,0,0,134,3,1,0,0,0,0,1,0,1,0,0,0,1,1,1
NBspecific_1,35,11,13,-1,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NBspecific_1,36,-1,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,37,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,38,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,39,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_1,40,-1,-1,-1,0,0,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NBspecific_1,41,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_10,1,-1,-1,-1,0,0,64,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_10,2,-1,-1,-1,0,0,142,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_10,3,1,1,-1,1,0,293,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_10,4,-1,-1,1,0,0,171,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
NBspecific_10,5,2,2,-1,1,0,119,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
NBspecific_10,6,3,3,2,1,0,44,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NBspecific_10,7,-1,-1,3,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_10,8,-1,-1,-1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_10,9,-1,-1,-1,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBspecific_10,10,4,4,-1,1,0,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NBspecific_10,11,-1,-1,4,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
